ID,ADDRESS,LATITUDE,LONGITUDE,geometry
521,1301 McCormick Dr / Wayne K. Curry Admin Bldg,38.908391,-76.843263,"c(-76.8432652349909, 38.9083987956487)"
522,Largo Town Center Metro,38.899811,-76.844604,"c(-76.8446062350408, 38.8998187939134)"
523,Baltimore Ave & Van Buren St / Riverdale Park Station,38.969581,-76.937349,"c(-76.937351268052, 38.9695888044448)"
524,Baltimore Ave & Jefferson St,38.95548,-76.940133,"c(-76.9401352680138, 38.9554878014826)"
525,Perry & 35th St,38.936213,-76.960054,"c(-76.9600562734481, 38.9362207970121)"
526,Rockville Pike & Meeting St,39.050539,-77.115212,"c(-77.1152143283578, 39.0505468143899)"
527,Potomac Ave & Half St SW,38.870201,-77.010837,"c(-77.0108392849742, 38.870208781848)"
529,Crystal Dr & Potomac Ave,38.848304,-77.05122,"c(-77.0512222966562, 38.8483117760723)"
530,Largo Rd & Campus Way / Prince Georges's Comm Col,38.88994,-76.825535,"c(-76.8255372287323, 38.889947792669)"
531,Stanton Square SE,38.855004,-76.984512,"c(-76.98451427631, 38.8550117795473)"
532,14th & Newton St NW,38.931991,-77.032956,"c(-77.0329582955788, 38.9319987933856)"
533,48th Pl & MacArthur Blvd NW,38.917304,-77.09629,"c(-77.0962923146216, 38.9173117883228)"
534,14th & Luzon St NW,38.969489,-77.033509,"c(-77.0335112979729, 38.9694968010986)"
535,1st & M St SE,38.876893,-77.006072,"c(-77.0060742841988, 38.8769007831048)"
536,Fleet St & Waterfront St,38.782633,-77.016059,"c(-77.0160612813251, 38.7826407641051)"
537,Oxon Hill Park & Ride,38.798749,-77.00103,"c(-77.0010322777468, 38.7987567678078)"
538,11th & Park Rd NW,38.931942,-77.028357,"c(-77.0283592945848, 38.9319497937479)"
539,4th & M St SE,38.876751,-77.000736,"c(-77.0007382825865, 38.8767587835154)"
540,Kansas Ave & Sherman Cr NW,38.948057,-77.021467,"c(-77.0214692934908, 38.9480647968271)"
541,Campus Commons,38.944707,-77.335425,"c(-77.3354273908042, 38.9447147844794)"
542,Park Run & Onyx Dr,38.92755,-77.226644,"c(-77.2266463558563, 38.9275577853151)"
543,7th & K St NW,38.902674,-77.021392,"c(-77.0213942904667, 38.9026817876933)"
544,King Greenleaf Rec Center,38.876211,-77.012443,"c(-77.0124452862214, 38.8762187830054)"
545,Montello Ave & Holbrook Terr NE,38.907444,-76.986813,"c(-76.9868152795537, 38.907451790106)"
546,New Jersey Ave & F St NW,38.897108,-77.011616,"c(-77.0116182867773, 38.8971157872068)"
547,Maryland Ave & 17th St NE,38.901935,-76.978627,"c(-76.9786292770093, 38.901942789399)"
548,Massachusetts Ave & 6th St NE,38.892934,-76.998273,"c(-76.9982752824921, 38.8929417867696)"
549,Woodley Park Metro / Calvert St & Connecticut Ave NW,38.923389,-77.051833,"c(-77.0518353012993, 38.9233967908168)"
